ID_Cliente,Nome,Idade,Viagens,Restaurantes,Entretenimento,Cashback,Compras online,Farmácias,Programas de Milhagem,Postos de Combustível,Mercados,Cidade,Cargo,Estado Civil,Tempo na Empresa,Pessoas em Casa,Moradia,Possui Carro,Renda,Investimentos,Ativos,Dívidas,Probabilidade Inadimplencia,Score,Principal Cartão
c5410ecf-e631-4445-9ff3-048fe0d184a0,Maria Alice Souza,73,1,1,5,1,1,2,2,4,4,Fortaleza,Assessor de imprensa,Casado,12,1,Alugado,False,5940,464656,1694545,451594,81.14,0,Rocketseat Mastercard Life Basic
8338b19c-b5d0-4530-bfd1-994a324daaa2,Lucas Gabriel Pacheco,42,4,5,4,2,2,3,2,1,5,Goiânia,Lanterneiro,Solteiro,10,1,Alugado,False,18380,971524,1644315,411633,80.35,54,Rocketseat Mastercard Life Basic
1ff4ec82-dad9-4e58-91c8-85a3421c3a67,Otto Vasconcelos,21,1,2,4,1,5,2,5,5,1,Manaus,Intérprete e tradutor de língua de sinais,Solteiro,13,6,Próprio,False,34281,84002,1785394,97425,78.77,85,Rocketseat Mastercard Shopping Basic
d1ec4453-a04a-4db8-a923-14e4693c9a80,Laura Câmara,60,3,4,3,1,1,4,5,5,1,Rio de Janeiro,Meeiro,Casado,16,3,Alugado,False,47936,329445,500560,139258,61.74,161,Rocketseat Mastercard Travel Select
0b0d5683-5c9f-453c-b773-d4014569c405,Alexia Fonseca,74,5,3,5,5,1,5,3,1,2,Curitiba,Lavador,Solteiro,3,6,Alugado,False,17009,387477,597661,82704,63.73,89,Rocketseat Visa Travel Basic
fd551ee1-0d40-418c-a242-0c7c80d49af7,Dra. Bella Pires,56,3,5,4,3,1,1,4,3,1,São Paulo,Cancerologista ou Oncologista,Divorciado,4,6,Próprio,True,14803,752470,719072,106743,66.43,111,Rocketseat Visa Life Select
1e0a0bfe-3cf2-4ffe-a737-569ec4ff2b19,Carolina da Conceição,53,2,5,1,3,5,5,2,4,2,São Paulo,Ambientalista,Divorciado,11,1,Próprio,True,47246,448462,1176306,5069,27.4,455,Rocketseat Mastercard Life Platinum
c2ef7da9-d344-4327-ba3a-f69d800e8ef3,Léo da Costa,60,4,5,2,2,2,2,4,1,2,Goiânia,Almoxarife,Divorciado,13,6,Alugado,False,7736,370858,1636022,293540,84.48,16,Rocketseat Mastercard Life Basic
ed50b835-ff0e-4a61-b91d-1e99bf46a7ac,Heitor Gomes,68,4,2,2,4,3,3,2,2,1,Belém,Jogador de basquete,Casado,12,3,Próprio,True,46958,113346,802248,457266,75.49,30,Rocketseat Visa Travel Basic
f0b7dc25-7e63-45e9-8a61-5ee68989e08c,Thales da Costa,40,5,3,1,1,3,2,5,3,1,Rio de Janeiro,Barman,Viúvo,11,6,Próprio,False,43040,534150,838186,356263,78.88,64,Rocketseat Mastercard Travel Basic
90b27b6b-c6e9-43d7-b52e-4cf423f6251f,Maria Vitória Costa,42,1,5,5,2,3,4,1,3,5,Brasília,Escoteiro,Solteiro,9,5,Próprio,False,38787,199312,534191,23271,49.95,203,Rocketseat Visa Life Elite
1b85fd13-91da-40cd-8178-6dc4188b890a,Luísa Pereira,43,4,2,5,5,3,4,5,1,3,Curitiba,Gerente de riscos em seguros,Casado,13,5,Próprio,False,46692,310016,1162687,66735,61.51,204,Rocketseat Visa Life Elite
1d61573d-ee53-4194-bcf6-8f1f322697cc,Maria Júlia Azevedo,46,2,1,3,5,5,3,1,2,3,Porto Alegre,Parteira tradicional,Casado,4,1,Alugado,True,45277,224082,1072009,248085,80.07,67,Rocketseat Visa Life Basic
00b39468-1b9f-4862-8eef-5449413be817,Rafaela Casa Grande,57,2,4,4,4,2,2,1,1,4,Porto Alegre,Produtor de multimídia,Casado,16,4,Alugado,True,5772,477538,869145,464590,79.92,0,Rocketseat Mastercard Life Basic
4a3ea749-6dd0-472a-8d18-6534583f813c,Emanuelly Gomes,47,5,5,3,4,5,5,4,5,4,Campo Grande,Restaurador,Casado,15,4,Próprio,True,9738,840346,974427,350002,76.35,35,Rocketseat Visa Travel Basic
5988ceb9-8b4d-4f6b-a2cf-07ccf3ed131e,João Vitor Viana,67,1,3,2,3,3,3,5,1,2,Belo Horizonte,Office-boy,Casado,12,6,Alugado,True,35163,508136,1314386,125433,65.69,160,Rocketseat Mastercard Travel Select
a8568d3e-ebcb-41fe-84bc-976e30aa176e,Aurora Santos,44,2,4,4,5,1,5,4,4,1,Brasília,Estampador de tecidos,Divorciado,12,4,Alugado,False,27712,346954,1137938,244278,80.39,48,Rocketseat Mastercard Life Basic
bd97cf4b-d5d3-4691-8498-4efd539a9b52,Mariah Mendonça,35,4,2,4,2,5,5,1,4,5,Manaus,Biomédico,Solteiro,2,6,Próprio,True,29562,509232,60869,203873,0,232,Rocketseat Visa Shopping Elite
fa28aa7d-1181-4af6-9e01-0fb9705a3888,José Miguel da Luz,29,3,3,4,3,4,3,1,4,1,Goiânia,Geógrafo,Solteiro,11,2,Alugado,True,4295,272793,795038,171627,87.2,7,Rocketseat Mastercard Life Basic
106e11b1-0a92-43f5-94b2-1e33fe819014,Mariah Fogaça,78,2,2,4,1,5,2,4,3,3,Belo Horizonte,Coronel,Solteiro,5,3,Alugado,True,17205,209044,1759990,10684,44.81,203,Rocketseat Visa Shopping Elite
5347cec2-1749-4ae2-875b-d20222b6bc85,Augusto Fogaça,54,2,1,5,2,1,3,5,1,5,Florianópolis,Químico,Solteiro,11,5,Próprio,False,45390,952134,787075,207961,62.31,211,Rocketseat Mastercard Life Elite
4aae47fd-5f89-4ee4-bf4e-ceb3134e6ef0,Thiago Araújo,50,4,1,4,3,4,2,4,2,5,Belém,Servente-de-obras,Divorciado,19,5,Próprio,False,43437,357806,26533,445422,0,101,Rocketseat Visa Shopping Select
12b96c95-ec19-41aa-9766-c747ec81b3f4,Sr. Matteo Sá,70,1,3,4,2,4,5,5,4,3,São Paulo,Gestor ambiental,Viúvo,10,2,Próprio,True,48908,621254,562866,168980,56.73,216,Rocketseat Visa Shopping Elite
b26fb5fd-2eaf-4672-ba03-bd6daff65fbe,Henry Gabriel Leão,69,3,5,1,5,2,1,2,4,4,Recife,Tecnólogo em geoprocessamento,Casado,15,6,Próprio,False,17931,356871,586486,461541,74.36,0,Rocketseat Mastercard Life Basic
6560f155-6165-4252-8eff-4be570a36d3f,Rael Nunes,23,5,3,4,5,5,3,4,5,3,Brasília,Instalador de linha telefônica,Viúvo,8,3,Próprio,True,20283,232360,848090,362695,88.18,3,Rocketseat Mastercard Travel Basic
b183a890-d074-40ca-ba36-55a3b914129d,Srta. Olivia Pinto,64,2,2,2,4,3,5,5,5,3,Rio de Janeiro,Viveirista,Casado,9,2,Próprio,True,13621,330876,250724,389483,64.86,0,Rocketseat Visa Shopping Basic
fd0da1c4-5fa4-429b-9ead-9536b97c1eae,Dr. Samuel Castro,18,1,5,3,2,4,1,1,5,3,Fortaleza,Toxicologista,Viúvo,14,3,Alugado,True,47400,560081,265463,143818,49.21,233,Rocketseat Visa Life Elite
38908a97-515e-427f-8f84-e76fe9e0d2bd,Alice Barbosa,78,1,5,1,2,2,5,3,1,2,Rio de Janeiro,Pescador,Viúvo,19,5,Alugado,False,32308,119629,1724101,34258,52.34,209,Rocketseat Visa Life Elite
72336249-5750-4b2c-81d6-1f75274ef27c,Diogo Gomes,76,3,5,5,1,5,1,2,2,3,Belém,Coloproctologista,Solteiro,5,2,Alugado,True,30014,311797,1803900,308556,78.04,59,Rocketseat Mastercard Life Basic
306c4e29-5266-4e92-af15-3d0ea5e11993,Daniel Sampaio,18,1,2,3,3,4,1,2,3,5,Belém,Médico cirurgião,Casado,13,1,Alugado,True,27772,472387,1445716,311328,88.03,31,Rocketseat Visa Shopping Basic
b7d13625-5629-4ee9-a750-6e34cb455e5e,Ester Macedo,70,5,5,3,4,1,4,3,4,3,Recife,Estofador,Viúvo,14,1,Alugado,False,10321,74878,125070,86991,71.12,14,Rocketseat Visa Travel Basic
4830d1f3-bb87-48af-8daf-9ded118645e6,Cecília Jesus,56,5,5,1,3,5,1,2,4,5,Belém,Vistoriador de sinistros,Viúvo,8,2,Próprio,False,17408,27121,191526,120022,81.09,13,Rocketseat Mastercard Travel Basic
8c105020-069c-4516-932f-2b6418d9f8a4,Manuela Farias,48,2,3,4,4,3,4,5,1,4,Rio de Janeiro,Letrista,Divorciado,8,3,Alugado,False,23803,428184,698998,168326,74.73,64,Rocketseat Mastercard Travel Basic
1db65cd7-9464-450e-b27b-48d9bdfd207b,Elisa Cassiano,60,3,5,4,4,1,2,3,5,2,Campo Grande,Odontologista estético,Divorciado,14,6,Próprio,True,36559,484417,866642,28418,43.79,282,Rocketseat Mastercard Life Elite
ae7bee77-3904-498f-b8d4-d63545b21001,Brayan Correia,80,3,5,1,5,4,1,2,1,4,Rio de Janeiro,Ciclista,Casado,15,6,Próprio,False,42289,638448,1676282,125460,62.71,223,Rocketseat Visa Life Elite
6aeeaf8e-dc72-4e62-b8a9-b7e08fbc582b,Arthur Alves,71,4,2,5,5,2,1,3,4,3,Campo Grande,Seguidor de compras,Divorciado,0,3,Próprio,False,32621,495158,511140,239487,63.28,99,Rocketseat Mastercard Life Basic
5d582719-79c1-4e0e-8a42-c732757d1553,Beatriz Ribeiro,46,5,4,4,3,2,2,5,4,2,Vitória,Balconista,Viúvo,1,3,Próprio,False,36296,507868,723777,174294,70.39,111,Rocketseat Visa Travel Select
b69794b1-930e-48e4-9467-73b30bff3dab,Theodoro Silveira,60,5,3,1,4,1,5,4,1,2,Salvador,Tecnólogo em desenvolvimento social,Casado,2,4,Próprio,False,43730,159493,1038779,19408,41.77,283,Rocketseat Visa Travel Elite
7cc0bec4-0580-4b5f-92aa-97120c0a7e36,Erick Carvalho,59,5,4,3,4,5,1,5,1,2,Belém,Instalador de painéis,Divorciado,7,6,Alugado,False,6263,893140,689051,446872,68.35,9,Rocketseat Mastercard Travel Basic
aa527587-fe5a-4779-b44c-6af2ee217c1c,Gabriel Nogueira,66,3,1,1,3,1,3,3,3,4,Belo Horizonte,Delegado,Casado,16,4,Alugado,True,42533,738083,1829931,52694,52.87,331,Rocketseat Mastercard Shopping Elite
bb6090a1-706d-4ac8-ae55-2625849180b2,Alexia Duarte,23,4,5,2,2,4,3,4,3,1,Campo Grande,Violonista,Viúvo,9,6,Alugado,True,40943,913141,802253,324906,73.88,110,Rocketseat Visa Life Select
5e245ced-f46e-47c9-b03a-a7ba8cbfbe08,Sr. Gabriel Pereira,78,3,4,3,2,4,4,1,2,4,Manaus,Mestre cervejeiro,Divorciado,18,3,Próprio,True,23646,616113,627371,334987,66.62,56,Rocketseat Visa Life Basic
6779031d-2720-4b08-9b27-6be5e5719d4a,Dante Sá,35,1,5,4,3,2,5,3,2,2,Manaus,Vistoriador de sinistros,Divorciado,4,6,Alugado,True,1530,593419,1814177,359556,89.98,8,Rocketseat Visa Life Basic
189e5fe9-900c-4ad0-afbc-64f3b09c0666,Ana Júlia Abreu,68,1,3,3,4,2,2,2,5,3,Recife,Aeronauta,Divorciado,5,3,Próprio,False,29889,34985,1215454,191292,78.12,48,Rocketseat Visa Shopping Basic
4c3045e5-ac51-475a-a50e-ee2c552fdeac,Maria Eduarda da Rosa,69,2,4,5,3,1,4,1,3,5,Rio de Janeiro,Jogador de basquete,Viúvo,11,6,Próprio,False,8547,491081,157914,73797,33.65,114,Rocketseat Visa Life Select
b6b988fc-e9e0-47f1-8c79-7861b78efc08,Matheus Marques,24,5,3,5,2,1,4,3,4,1,Belo Horizonte,Capelão,Solteiro,1,3,Próprio,True,45226,245180,988758,13120,46.87,278,Rocketseat Mastercard Travel Elite
9ceefcac-eb75-43b3-8b3a-5a6591826aa8,Stephany Azevedo,33,5,4,5,2,4,1,4,5,4,Curitiba,Telegrafista,Solteiro,11,2,Próprio,False,36228,142254,815049,237839,83.06,38,Rocketseat Mastercard Travel Basic
d8b62e13-5614-459d-acf7-c49e902a651c,Dr. Oliver Teixeira,72,3,1,4,3,2,1,4,1,2,Belém,Faxineiro,Solteiro,1,3,Alugado,True,24768,104180,1437975,192589,76.8,51,Rocketseat Mastercard Life Basic
5f54b18d-a4dc-490e-bdf2-88f85f59447d,Otto da Luz,22,2,3,2,5,1,3,2,2,5,Curitiba,Museólogo,Casado,3,6,Alugado,True,37320,217220,1229734,113220,81.04,75,Rocketseat Mastercard Life Basic
bf0a84e8-16f1-4145-879f-c74fc6f12539,Dra. Brenda Rodrigues,40,1,2,4,5,1,1,4,4,3,Recife,Assessor parlamentar,Solteiro,14,5,Alugado,True,16593,617457,678997,8273,37.19,238,Rocketseat Visa Life Elite
e826772c-bda4-42d8-bd65-898def71e593,Marcela Cirino,47,4,1,4,4,1,1,3,5,2,Rio de Janeiro,Meteorologista,Casado,8,5,Próprio,False,43161,32663,127560,251124,79.85,34,Rocketseat Visa Shopping Basic
81d02192-2261-4aa9-960d-03dd008f8034,Sra. Maria Camargo,47,1,5,2,4,4,2,4,3,4,Salvador,Juiz de futebol,Viúvo,3,3,Próprio,False,34131,634836,902193,51998,57.88,216,Rocketseat Visa Life Elite
5d23690d-7d91-44f7-984a-10a26f3aa2cd,Sra. Isabela Casa Grande,41,1,1,4,1,3,2,5,1,5,Recife,Massoterapeuta,Divorciado,3,4,Próprio,False,11003,720184,1935639,248652,81.96,54,Rocketseat Mastercard Travel Basic
99036673-4394-4789-9bd7-21ce6380af6e,Diogo Jesus,79,5,2,2,4,2,1,3,5,3,Rio de Janeiro,Profissional de tecnologia de laticínios,Divorciado,18,2,Próprio,True,19850,629575,655252,184363,60.52,105,Rocketseat Visa Travel Select
000fd987-ee0f-40b1-8066-57223f183674,Mirella Lima,19,3,3,1,2,2,5,4,1,2,Goiânia,Político,Solteiro,2,6,Alugado,False,12823,286544,1473666,399722,92.01,1,Rocketseat Visa Shopping Basic
21ef485b-f772-4fc6-8cb6-a1a57ff37d9f,Ana Lívia Cavalcante,47,5,5,1,1,2,2,5,1,1,Curitiba,Jogador de badminton,Viúvo,13,4,Próprio,False,23340,165055,776057,163387,81.17,34,Rocketseat Visa Travel Basic
b13ea478-677a-4169-9578-e2e0d2b57166,Levi Correia,31,5,4,5,3,1,2,4,5,1,São Paulo,Militar do Exército,Casado,9,2,Alugado,False,34577,119346,723879,225398,82.35,36,Rocketseat Visa Travel Basic
37536498-a3af-4162-9b11-54e74350fff0,Hadassa da Cruz,38,2,4,5,2,5,5,3,1,4,Vitória,Portuário,Solteiro,13,1,Próprio,True,8863,8105,1043092,391650,91.21,0,Rocketseat Visa Life Basic
81e1bc35-75a0-4072-89a1-df819b42a010,Helena Rios,54,3,1,4,1,3,2,5,4,3,Rio de Janeiro,Triatleta,Viúvo,3,2,Próprio,False,29133,601253,848136,371981,74.71,51,Rocketseat Mastercard Travel Basic
f4f0ad96-1d3d-4593-851c-e366f5e36060,Sr. Carlos Eduardo Lopes,43,2,1,5,1,5,5,2,3,3,Goiânia,Pintor,Casado,7,1,Alugado,False,21334,782033,712010,116167,65.13,134,Rocketseat Mastercard Life Select
de8aa888-4011-4662-8ba6-1477bd8e8505,Bento da Costa,29,2,4,4,5,5,4,5,5,3,Vitória,Corretor da bolsa de valores,Divorciado,4,4,Alugado,False,40478,160295,1594287,398014,88.98,23,Rocketseat Visa Life Basic
a6462141-69dd-4cd6-ac7c-c29cedb226ac,Pedro Lucas Cirino,58,5,1,3,4,4,1,1,3,3,Rio de Janeiro,Profissional de cinema,Solteiro,19,5,Próprio,False,20845,835012,576032,310074,60.26,90,Rocketseat Mastercard Travel Basic
ebd079d5-a0f6-4e86-8424-136f2adef6cf,Calebe Borges,46,5,2,1,4,1,3,1,5,2,São Paulo,Servente-de-obras,Casado,14,4,Alugado,False,38464,683501,394766,168572,54.41,190,Rocketseat Visa Travel Select
0c68225d-45e2-481b-af57-88c4bcab1ffc,Ana Carolina Azevedo,76,5,1,3,1,3,1,5,4,3,Curitiba,Engenheiro sanitarista,Casado,10,1,Alugado,False,19539,406235,857251,406042,72.83,11,Rocketseat Visa Travel Basic
0c0f3c87-a15a-478b-8f8b-3c09cf535f65,Dra. Lara Martins,79,1,3,5,4,3,2,5,1,4,Recife,Amolador de ferramentas,Divorciado,0,3,Próprio,True,43995,732409,1388598,205498,62.4,205,Rocketseat Mastercard Life Elite
2f831c34-add6-401b-9538-1c1e4f3584b5,Sr. Miguel Carvalho,39,3,1,5,5,5,1,3,5,2,Manaus,Engenheiro de projetos,Viúvo,4,2,Alugado,True,32868,201332,475095,72123,65.88,107,Rocketseat Visa Life Select
df35ea91-35f1-404b-ac7a-7830278704e8,Dr. Theodoro Peixoto,20,4,5,3,4,2,5,2,3,4,Campo Grande,Preparador de máquinas,Casado,11,6,Próprio,False,27926,381995,1418435,377270,88.01,21,Rocketseat Visa Life Basic
98b0654f-3825-43bb-898e-3da77a589aa6,Ana Garcia,67,2,5,2,3,1,4,3,5,1,Goiânia,Taxidermista/Embalsamador,Solteiro,9,1,Alugado,False,26026,527335,1106163,219498,74.57,77,Rocketseat Visa Life Basic
41846095-42eb-4368-8581-0cdb7b8d0538,Hadassa Pinto,75,2,4,3,1,4,1,4,5,3,Porto Alegre,Artista plástico,Viúvo,2,3,Alugado,True,34643,154506,1742831,229361,72.51,86,Rocketseat Visa Shopping Basic
3018ba5a-0771-45a1-a605-c18407921b58,João Felipe Moura,77,2,2,1,3,4,2,4,4,5,São Paulo,Clap loader,Solteiro,0,3,Alugado,True,7493,879940,1498843,340766,72.33,56,Rocketseat Visa Shopping Basic
f362ef30-3146-4289-8620-6a3309933ecb,Vinícius da Luz,25,4,5,4,1,1,4,5,5,1,Belém,Faturista,Casado,4,3,Próprio,True,19881,249183,631559,63883,73.83,64,Rocketseat Visa Life Basic
6f52be14-96bd-4ad1-a398-8183ccfe0bd7,Srta. Camila Rezende,33,5,3,1,5,5,5,5,5,1,Salvador,Engenheiro de ergonomia,Viúvo,1,6,Próprio,False,38399,436802,392825,348321,72.45,55,Rocketseat Visa Travel Basic
cb077c6a-8471-458c-8fd7-0b0ef29ac508,Asafe Alves,65,1,5,3,2,1,3,5,3,2,Vitória,Engenheiro mecatrônico,Viúvo,15,6,Alugado,True,2064,374440,1653646,35420,78.77,56,Rocketseat Mastercard Life Basic
f9004cc3-777f-4084-b262-5c1046139432,Dra. Maria Fernanda Novaes,63,2,1,3,3,5,4,5,4,3,São Paulo,Tecnólogo em negócios imobiliários,Casado,9,3,Alugado,False,30994,38780,615393,105691,69.92,71,Rocketseat Visa Shopping Basic
a39774da-6c70-49e1-b86d-28e8e6222481,Guilherme Costela,25,4,3,2,4,4,3,5,3,1,Goiânia,Cineasta,Viúvo,2,4,Alugado,False,25118,458176,1865388,209726,87.36,45,Rocketseat Visa Travel Basic
4dd182ba-dd86-4470-9147-22832a327ade,Ágatha da Luz,24,5,4,2,4,3,4,1,3,5,Salvador,Pizzaiolo,Divorciado,20,1,Alugado,False,6247,343848,1386048,155000,89.49,18,Rocketseat Visa Travel Basic
f8eed05a-bb52-4317-a4d5-f3b907c2739f,Dr. Caio Moreira,50,5,4,1,2,1,2,3,3,4,Manaus,Gerente de banco,Solteiro,19,2,Próprio,False,45525,167758,1998144,16326,42.79,344,Rocketseat Visa Travel Elite
a7808955-a3b1-4d1f-8537-abf0fb1a9cdc,André Vieira,46,3,3,2,1,1,2,4,5,4,Campo Grande,Surfista,Solteiro,8,3,Próprio,True,6038,601800,288767,277589,57.8,15,Rocketseat Visa Shopping Basic
bc8381e6-7d9f-474e-af14-892ca66f093a,José Martins,62,4,2,4,1,3,3,1,5,5,Curitiba,Perfusionista,Divorciado,5,6,Alugado,False,33191,209902,257189,71160,57.44,127,Rocketseat Mastercard Shopping Select
1a5f7da3-21e9-42c4-be97-bcc144f1cb96,Maria Helena Pimenta,25,1,3,5,5,3,4,5,2,5,Campo Grande,Projetista mecânico,Solteiro,2,3,Próprio,False,14171,830541,291245,124117,48.78,150,Rocketseat Visa Life Select
fbe5b541-fbf9-484f-b9aa-38af4adbae2b,Isadora Freitas,67,3,1,4,4,5,3,2,5,5,Belo Horizonte,Representante comercial,Casado,13,5,Alugado,True,27832,863333,1205653,38666,48.02,297,Rocketseat Mastercard Shopping Elite
cc831874-c730-4fee-8871-7756dee6fb53,Srta. Maria Helena Alves,37,3,5,3,1,3,2,5,3,2,Belém,Escoteiro,Divorciado,19,5,Alugado,True,11790,169834,676668,490071,89.12,0,Rocketseat Mastercard Life Basic
5347a375-e368-40b8-8a69-59eda1a93d31,Maysa Costa,28,5,1,1,1,1,5,3,2,5,Salvador,Juiz de direito,Solteiro,15,6,Próprio,False,44170,654813,1511276,472908,84.4,50,Rocketseat Visa Travel Basic
dcdb944e-c083-46e3-8e21-c09806c3fc33,Luiz Fernando Duarte,33,1,2,4,4,4,4,2,3,5,Belo Horizonte,Guincheiro,Divorciado,10,6,Próprio,False,45891,425818,623764,237787,72.17,102,Rocketseat Mastercard Shopping Select
b251aeab-f9ac-4b2a-9c53-75faa021422b,Emanuella Borges,66,4,1,3,4,2,2,1,1,3,Salvador,Copeiro,Viúvo,7,2,Próprio,False,25283,539995,1177867,55670,59.48,177,Rocketseat Mastercard Travel Select
65931b7f-c119-4d6d-bc56-a4d2615bd269,Ana Carolina Melo,66,3,4,1,1,4,5,4,2,2,Manaus,Engenheiro metalúrgico,Divorciado,1,1,Próprio,False,11442,522469,1079456,244745,76.05,38,Rocketseat Visa Shopping Basic
a2020516-4dbe-4c7a-8d2a-5603645f2afd,Luiz Gustavo Mendes,36,3,3,4,3,1,4,1,5,5,Porto Alegre,Caixa,Divorciado,17,3,Alugado,False,36172,8574,1776649,56359,69.63,129,Rocketseat Visa Shopping Select
eaca75ef-d863-47be-94ba-3d9e57037687,Dra. Clara Sá,66,1,2,1,4,3,3,5,3,2,Porto Alegre,Aeromoça,Viúvo,16,1,Alugado,True,37035,293308,1730803,326758,78.25,64,Rocketseat Mastercard Travel Basic
8bd3c095-0ac2-41a0-acf7-77fc7cc86f3a,Gael Henrique da Cunha,63,5,5,2,3,5,3,2,4,5,Goiânia,Ciclista,Divorciado,18,3,Próprio,False,22826,843019,993513,272279,69.17,98,Rocketseat Visa Travel Basic
da06ed26-2817-478a-90be-6e182be09577,Júlia Aparecida,70,4,5,3,1,5,4,3,5,5,Porto Alegre,Técnico em taquigrafia,Solteiro,18,4,Alugado,False,2090,386251,694659,353268,74.35,0,Rocketseat Mastercard Life Basic
05ae00c6-88c0-44bf-a5b8-2c9a5908612e,Sra. Ana Liz Silva,70,1,2,1,4,3,4,2,4,2,Salvador,Perito judicial,Viúvo,1,6,Alugado,True,45612,253961,66208,300191,21.79,162,Rocketseat Visa Life Select
b4bbb08d-7176-4d97-b8f5-afe0dd4ff460,Dr. Vitor Abreu,60,4,5,3,5,3,3,5,4,2,Porto Alegre,Gravurista,Divorciado,17,3,Alugado,False,32350,551002,790258,164496,69.46,113,Rocketseat Visa Life Select
8dc68d91-ab26-4fb2-88e1-6d40af72ebca,Manuella Pereira,63,3,5,3,3,1,5,5,4,4,Vitória,Ministro,Divorciado,4,3,Alugado,False,14584,723769,1478467,256378,75.26,68,Rocketseat Mastercard Life Basic
eedc59f2-1543-4829-996f-12cec3ee9084,Manuella da Costa,40,2,5,3,5,3,2,1,5,5,Porto Alegre,Tenista,Casado,1,6,Alugado,True,29991,687836,537801,391820,68.94,58,Rocketseat Mastercard Life Basic
1964fd92-6cc5-400d-b820-699ac86c91dd,Juliana da Cruz,24,2,1,5,2,4,4,4,2,3,Brasília,Consultor de radiestesia,Divorciado,20,1,Alugado,True,28086,346337,1504408,247675,84.94,42,Rocketseat Mastercard Life Basic
6e331b3d-b382-406e-be7c-e95187501469,Dante Duarte,76,1,4,4,2,3,1,1,3,5,Manaus,Comandante,Solteiro,10,3,Próprio,False,12473,438184,1850201,439146,76.67,15,Rocketseat Mastercard Shopping Basic
e4e73298-28da-47d9-b108-df3fbc0789fc,Rhavi Rios,72,3,2,4,3,2,1,3,3,5,Belém,Engenheiro agrimensor,Casado,5,5,Próprio,False,34044,490755,572180,101088,58.06,166,Rocketseat Visa Shopping Select
9836eb91-ae7d-40ab-a1df-6c426e0e75e9,Alexandre Moura,23,4,3,2,1,3,4,2,4,3,Brasília,Datilógrafo,Divorciado,18,6,Alugado,False,27269,701765,200037,96878,33.36,247,Rocketseat Visa Travel Elite
e0e407fd-01d3-41e2-ba6f-305594cbea4d,Hadassa Jesus,62,2,4,5,3,1,3,3,5,2,Porto Alegre,Ourives,Casado,15,2,Próprio,False,16486,65142,1400448,61983,73.52,64,Rocketseat Visa Life Basic
